,Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
283,Female,86.5,-2.8727312,15.507184,0.10731644,13.225019,13.443803,13.810095,14.520212,15.507184,16.818033,17.730902,18.47255,19.837275,20.971033
284,Female,87.5,-2.8461237,15.535368,0.10831272,13.229463,13.450374,13.8203,14.53772,15.535368,16.861286,17.785204,18.536148,19.91867,21.067856
285,Female,88.5,-2.8196578,15.564445,0.10930836,13.23458,13.457641,13.831239,14.556027,15.564445,16.905533,17.840555,18.60082,20.001156,21.165735
286,Female,89.5,-2.793374,15.594394,0.11030256,13.240371,13.4656,13.842904,14.575128,15.594394,16.950745,17.89692,18.666534,20.08469,21.264624
287,Female,90.5,-2.7673101,15.625198,0.11129454,13.246834,13.474252,13.855291,14.595007,15.625198,16.996897,17.954266,18.733252,20.16923,21.364475
288,Female,91.5,-2.741499,15.656841,0.11228353,13.253969,13.483591,13.868394,14.615655,15.656841,17.043962,18.01256,18.800934,20.254732,21.465242
289,Female,92.5,-2.715971,15.689303,0.11326879,13.261774,13.493616,13.882208,14.637061,15.689303,17.091913,18.071774,18.869549,20.341158,21.566881
290,Female,93.5,-2.6907532,15.722568,0.114249624,13.270247,13.504323,13.896727,14.659215,15.722568,17.140722,18.131872,18.93906,20.428461,21.669346
291,Female,94.5,-2.6658702,15.756616,0.11522532,13.279388,13.515708,13.911943,14.682105,15.756616,17.190369,18.192825,19.009432,20.516605,21.772593
292,Female,95.5,-2.6413434,15.79143,0.11619522,13.289193,13.527769,13.927853,14.705721,15.79143,17.240822,18.254604,19.08063,20.605549,21.87658
293,Female,96.5,-2.6171923,15.826995,0.117158666,13.299662,13.540502,13.944448,14.730051,15.826995,17.292059,18.317177,19.152618,20.695251,21.981264
294,Female,97.5,-2.5934305,15.863293,0.118115075,13.310789,13.553902,13.961725,14.755085,15.863293,17.344053,18.380512,19.225368,20.785675,22.0866
295,Female,98.5,-2.570076,15.900305,0.11906381,13.322575,13.5679655,13.979675,14.780811,15.900305,17.396782,18.444582,19.298843,20.876781,22.19255
296,Female,99.5,-2.5471416,15.938015,0.12000429,13.335015,13.582689,13.998293,14.8072195,15.938015,17.45022,18.509357,19.37301,20.96853,22.299072
297,Female,100.5,-2.5246353,15.976408,0.12093599,13.348107,13.598068,14.017572,14.834299,15.976408,17.504341,18.57481,19.447838,21.060886,22.406126
298,Female,101.5,-2.5025697,16.015465,0.12185836,13.361849,13.614098,14.037505,14.86204,16.015465,17.559124,18.640907,19.523294,21.153812,22.513674
299,Female,102.5,-2.4809518,16.05517,0.12277087,13.376235,13.630774,14.058086,14.890428,16.05517,17.614542,18.707624,19.599346,21.24727,22.621675
300,Female,103.5,-2.4597855,16.095507,0.12367308,13.391263,13.648091,14.079308,14.919456,16.095507,17.670574,18.774933,19.675962,21.341227,22.730093
301,Female,104.5,-2.43908,16.13646,0.124564484,13.40693,13.666045,14.101163,14.94911,16.13646,17.727196,18.842802,19.753115,21.435644,22.83889
302,Female,105.5,-2.4188383,16.178009,0.12544464,13.423231,13.684631,14.123645,14.979381,16.178009,17.784384,18.91121,19.83077,21.53049,22.948029
303,Female,106.5,-2.3990636,16.220142,0.12631312,13.440164,13.703844,14.146747,15.010258,16.220142,17.842115,18.980124,19.908901,21.62573,23.057474
304,Female,107.5,-2.379757,16.262842,0.12716955,13.457721,13.723678,14.170461,15.041729,16.262842,17.90037,19.04952,19.987474,21.721329,23.16719
305,Female,108.5,-2.3609204,16.306093,0.12801352,13.475901,13.744126,14.19478,15.073783,16.306093,17.959122,19.119373,20.066465,21.817255,23.277143
306,Female,109.5,-2.3425577,16.349878,0.12884463,13.494698,13.765186,14.219697,15.10641,16.349878,18.018349,19.189655,20.145842,21.913473,23.387299
307,Female,110.5,-2.3246634,16.39418,0.12966263,13.514108,13.78685,14.245204,15.139599,16.39418,18.078032,19.26034,20.225576,22.009956,23.497623
308,Female,111.5,-2.3072407,16.438988,0.13046713,13.534124,13.809112,14.271294,15.173338,16.438988,18.138147,19.331406,20.305641,22.106668,23.608084
309,Female,112.5,-2.2902877,16.484282,0.13125785,13.554745,13.831965,14.297957,15.207616,16.484282,18.198673,19.402822,20.386007,22.20358,23.718649
310,Female,113.5,-2.273804,16.530046,0.13203448,13.575963,13.855407,14.32519,15.242422,16.530046,18.25959,19.47457,20.466652,22.300665,23.829288
311,Female,114.5,-2.2577822,16.576267,0.13279682,13.597772,13.879426,14.352979,15.277746,16.576267,18.320877,19.546621,20.547544,22.397886,23.93997
312,Female,115.5,-2.2422278,16.622929,0.13354452,13.620169,13.90402,14.38132,15.313576,16.622929,18.382511,19.618952,20.628658,22.49522,24.050665
313,Female,116.5,-2.2271328,16.670015,0.13427743,13.643146,13.929181,14.410204,15.3499,16.670015,18.444475,19.69154,20.70997,22.592638,24.161343
314,Female,117.5,-2.2124956,16.717512,0.13499533,13.6666975,13.954902,14.439622,15.386708,16.717512,18.506744,19.76436,20.791454,22.69011,24.271975
315,Female,118.5,-2.1983128,16.765406,0.13569799,13.690819,13.981175,14.469566,15.423989,16.765406,18.569304,19.837393,20.873085,22.787607,24.382536
316,Female,119.5,-2.1845808,16.813677,0.13638528,13.715503,14.007996,14.500029,15.461731,16.813677,18.632128,19.910612,20.954838,22.885105,24.492994
317,Female,120.5,-2.171296,16.862314,0.137057,13.740744,14.035354,14.531,15.499923,16.862314,18.695202,19.983997,21.036686,22.982578,24.603329
318,Female,121.5,-2.1584542,16.9113,0.13771304,13.766534,14.063245,14.562472,15.538553,16.9113,18.758505,20.057526,21.11861,23.079998,24.713509
319,Female,122.5,-2.1460516,16.960623,0.13835326,13.792868,14.09166,14.594437,15.577611,16.960623,18.822018,20.131176,21.200584,23.177341,24.823511
320,Female,123.5,-2.1340842,17.010263,0.13897754,13.819737,14.120591,14.6268835,15.617085,17.010263,18.88572,20.204927,21.282587,23.274584,24.93331
321,Female,124.5,-2.1225476,17.060211,0.1395858,13.847137,14.150031,14.659804,15.656964,17.060211,18.949594,20.278757,21.364595,23.3717,25.042885
322,Female,125.5,-2.1114373,17.11045,0.14017795,13.875059,14.179973,14.69319,15.697236,17.11045,19.013622,20.352644,21.446587,23.468668,25.152208
323,Female,126.5,-2.1007493,17.160967,0.14075392,13.903496,14.210407,14.727032,15.73789,17.160967,19.077787,20.42657,21.528538,23.565464,25.26126
324,Female,127.5,-2.0904787,17.211744,0.14131369,13.932441,14.241326,14.76132,15.778914,17.211744,19.142069,20.500517,21.610432,23.662064,25.370018
325,Female,128.5,-2.0806215,17.26277,0.14185719,13.9618845,14.272723,14.796045,15.820298,17.26277,19.20645,20.574461,21.692244,23.75845,25.47846
326,Female,129.5,-2.071173,17.31403,0.14238441,13.991821,14.304587,14.831199,15.862029,17.31403,19.270912,20.648384,21.773954,23.854597,25.586567
327,Female,130.5,-2.0621285,17.365507,0.14289533,14.022243,14.336912,14.866771,15.904096,17.365507,19.33544,20.722267,21.855545,23.950487,25.694317
328,Female,131.5,-2.0534842,17.41719,0.14338997,14.053139,14.369687,14.902751,15.946487,17.41719,19.400015,20.796091,21.936996,24.046099,25.801693
329,Female,132.5,-2.0452352,17.469067,0.14386834,14.084503,14.4029045,14.939131,15.989191,17.469067,19.46462,20.86984,22.018286,24.141415,25.908676
330,Female,133.5,-2.0373769,17.521118,0.14433047,14.116327,14.436556,14.975899,16.032196,17.521118,19.529242,20.943495,22.099398,24.236412,26.015247
331,Female,134.5,-2.0299067,17.573334,0.14477637,14.148603,14.470632,15.013046,16.075493,17.573334,19.593859,21.017035,22.180313,24.331076,26.121391
332,Female,135.5,-2.0228179,17.625698,0.14520614,14.18132,14.505122,15.050563,16.119064,17.625698,19.658459,21.090446,22.261015,24.425386,26.22709
333,Female,136.5,-2.016107,17.6782,0.14561982,14.214471,14.540019,15.088438,16.162905,17.6782,19.723022,21.163712,22.341484,24.519325,26.332329
334,Female,137.5,-2.00977,17.730824,0.14601749,14.248046,14.575311,15.126661,16.206999,17.730824,19.787539,21.236813,22.421703,24.61288,26.43709
335,Female,138.5,-2.003802,17.783556,0.14639924,14.282035,14.610991,15.165224,16.251335,17.783556,19.85199,21.309736,22.501657,24.706032,26.54136
336,Female,139.5,-1.9981996,17.836384,0.14676516,14.316431,14.647046,15.204114,16.295902,17.836384,19.916359,21.382462,22.581331,24.798763,26.645128
337,Female,140.5,-1.9929581,17.889294,0.14711536,14.351222,14.683469,15.24332,16.34069,17.889294,19.980633,21.454977,22.660706,24.891062,26.748379
338,Female,141.5,-1.9880735,17.942272,0.14744997,14.3864,14.720248,15.282834,16.385685,17.942272,20.044796,21.527267,22.739767,24.982914,26.851099
339,Female,142.5,-1.9835418,17.995306,0.1477691,14.421954,14.757374,15.322643,16.430876,17.995306,20.108835,21.599314,22.8185,25.074303,26.953278
340,Female,143.5,-1.979359,18.048382,0.1480729,14.457875,14.794836,15.362738,16.47625,18.048382,20.172735,21.671106,22.896893,25.165216,27.054901
341,Female,144.5,-1.9755212,18.101488,0.14836149,14.494152,14.832624,15.403106,16.521795,18.101488,20.236483,21.742626,22.974926,25.255644,27.155964
342,Female,145.5,-1.9720242,18.15461,0.14863506,14.530776,14.870728,15.443737,16.567501,18.15461,20.300062,21.813864,23.05259,25.34557,27.256453
343,Female,146.5,-1.9688644,18.207737,0.14889377,14.567735,14.909135,15.48462,16.613354,18.207737,20.363462,21.884802,23.129871,25.434982,27.35636
344,Female,147.5,-1.966038,18.260853,0.14913778,14.605019,14.947836,15.5257435,16.659344,18.260853,20.426668,21.955431,23.206755,25.523874,27.455675
345,Female,148.5,-1.9635409,18.313948,0.14936727,14.642616,14.98682,15.567096,16.705458,18.313948,20.489666,22.025734,23.28323,25.612232,27.554392
346,Female,149.5,-1.9613695,18.367008,0.14958245,14.680516,15.026075,15.608665,16.751682,18.367008,20.552444,22.095701,23.359283,25.700045,27.652502
347,Female,150.5,-1.9595201,18.420023,0.14978348,14.718709,15.06559,15.650441,16.798008,18.420023,20.614992,22.16532,23.434906,25.787306,27.75
348,Female,151.5,-1.9579889,18.472977,0.1499706,14.757182,15.105353,15.69241,16.844421,18.472977,20.677294,22.234577,23.510084,25.874006,27.84688
349,Female,152.5,-1.9567723,18.52586,0.15014403,14.795924,15.145353,15.734563,16.890911,18.52586,20.73934,22.303463,23.584806,25.960135,27.943138
350,Female,153.5,-1.9558666,18.57866,0.15030394,14.834924,15.185578,15.776886,16.937464,18.57866,20.801115,22.371964,23.659065,26.045685,28.038767
351,Female,154.5,-1.955268,18.631363,0.15045062,14.874169,15.226017,15.819367,16.984068,18.631363,20.862612,22.440071,23.73285,26.13065,28.133766
352,Female,155.5,-1.954973,18.683958,0.15058427,14.913648,15.266657,15.861995,17.030712,18.683958,20.923817,22.507774,23.806149,26.215023,28.228128
353,Female,156.5,-1.954978,18.736433,0.15070514,14.953348,15.307486,15.904757,17.077383,18.736433,20.984718,22.575062,23.878954,26.2988,28.321854
354,Female,157.5,-1.9552791,18.788776,0.15081348,14.993257,15.348491,15.94764,17.12407,18.788776,21.045305,22.641924,23.951258,26.381971,28.414942
355,Female,158.5,-1.9558729,18.840977,0.15090953,15.033362,15.389661,15.990634,17.170757,18.840977,21.10557,22.708351,24.023052,26.464533,28.507387
356,Female,159.5,-1.9567556,18.893023,0.15099359,15.073652,15.430982,16.033724,17.217436,18.893023,21.165499,22.774336,24.094328,26.546484,28.599194
357,Female,160.5,-1.9579234,18.9449,0.15106589,15.114113,15.472441,16.076899,17.264093,18.9449,21.225082,22.839867,24.165077,26.627817,28.69036
358,Female,161.5,-1.9593728,18.996601,0.15112671,15.154731,15.514027,16.120144,17.310717,18.996601,21.28431,22.904938,24.235294,26.708529,28.780884
359,Female,162.5,-1.9610997,19.048111,0.15117635,15.195494,15.555724,16.163448,17.357294,19.048111,21.343174,22.96954,24.304974,26.788618,28.870771
360,Female,163.5,-1.9631006,19.09942,0.15121509,15.236388,15.597522,16.206799,17.403812,19.09942,21.401665,23.033665,24.374105,26.868082,28.960022
361,Female,164.5,-1.9653713,19.150518,0.15124322,15.277401,15.639406,16.250183,17.450258,19.150518,21.459772,23.097305,24.442688,26.946917,29.04864
362,Female,165.5,-1.967908,19.201393,0.15126105,15.318518,15.681362,16.293585,17.496622,19.201393,21.517487,23.160454,24.510714,27.025126,29.136627
363,Female,166.5,-1.9707067,19.252035,0.15126885,15.359724,15.723377,16.336994,17.54289,19.252035,21.5748,23.223106,24.578178,27.102703,29.22399
